20211126-195808<DEBUG:00008290>: [PrevInitCore]:1, start tickers = 25501496771475
20211126-200214<ERROR:00008290>: GetString(154, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(155, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(155, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(155, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(155, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(156, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(156, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(156, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(156, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(157, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(157, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(157, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(157, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(158, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(158, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(158, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(158, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(159, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(159, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(159, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(159, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(160, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(160, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(160, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(160, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(161, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(161, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(161, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(161, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(162, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(162, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(162, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(162, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(163, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(163, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(163, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(163, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(164, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(164, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(164, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(164, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(165, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(165, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(165, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(165, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(166, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(166, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(166, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(166, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(167, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(167, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(167, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(167, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(168, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(168, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(168, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(168, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(169, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(169, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(169, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(169, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(170, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(170, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(170, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(170, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(171, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(171, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(171, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(171, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(172, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(172, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(172, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(172, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(173, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(173, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(173, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(173, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(174, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(174, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(174, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(174, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(175, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(175, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(175, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(175, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(176, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(176, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(176, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(176, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(177, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(177, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(177, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(177, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(178, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(178, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(178, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(178, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(179, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(179, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(179, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(179, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(180, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(180, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(180, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(180, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(181, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(181, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(181, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(181, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(182, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(182, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(182, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(182, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(183, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(183, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(183, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(183, Content) failed !
20211126-200214<ERROR:00008290>: GetInteger(184, Type) failed !
20211126-200214<ERROR:00008290>: GetInteger(184, Point_x) failed !
20211126-200214<ERROR:00008290>: GetInteger(184, Point_y) failed !
20211126-200214<ERROR:00008290>: GetString(184, Content) failed !
20211126-200222<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200222<ERROR:00008290>: GetString(366, 2) failed !
20211126-200231<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200231<ERROR:00008290>: GetString(366, 2) failed !
20211126-200233<ERROR:00008290>: Script stack leak! (3)
20211126-200234<ERROR:00008290>: Script stack leak! (3)
20211126-200236<ERROR:00008290>: Script stack leak! (3)
20211126-200238<ERROR:00008290>: Script stack leak! (3)
20211126-200240<ERROR:00008290>: Script stack leak! (3)
20211126-200247<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200247<ERROR:00008290>: GetString(366, 2) failed !
20211126-200250<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200250<ERROR:00008290>: GetString(366, 2) failed !
20211126-200250<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200250<ERROR:00008290>: GetString(366, 2) failed !
20211126-200250<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200250<ERROR:00008290>: GetString(366, 2) failed !
20211126-200250<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200250<ERROR:00008290>: GetString(366, 2) failed !
20211126-200250<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200250<ERROR:00008290>: GetString(366, 2) failed !
20211126-200306<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200306<ERROR:00008290>: GetString(366, 2) failed !
20211126-200652<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200652<ERROR:00008290>: GetString(366, 2) failed !
20211126-200652<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200652<ERROR:00008290>: GetString(366, 2) failed !
20211126-200652<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200652<ERROR:00008290>: GetString(366, 2) failed !
20211126-200652<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200652<ERROR:00008290>: GetString(366, 2) failed !
20211126-200652<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200652<ERROR:00008290>: GetString(366, 2) failed !
20211126-200658<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200658<ERROR:00008290>: GetString(366, 2) failed !
20211126-200701<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200701<ERROR:00008290>: GetString(366, 2) failed !
20211126-200705<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200705<ERROR:00008290>: GetString(366, 2) failed !
20211126-200705<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200705<ERROR:00008290>: GetString(366, 2) failed !
20211126-200705<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200705<ERROR:00008290>: GetString(366, 2) failed !
20211126-200705<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200705<ERROR:00008290>: GetString(366, 2) failed !
20211126-200705<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200705<ERROR:00008290>: GetString(366, 2) failed !
20211126-200711<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
20211126-200711<ERROR:00008290>: GetString(366, 2) failed !
20211126-200712<DEBUG:00008290>: KGLOG_PROCESS_ERROR(m_dwLockCode) at line 3939 in KPlayer::UnlockAction
20211126-200712<DEBUG:00008290>: Error: m_CurrentLifeMax > 0 (nBaseChange 0, nAddPChange 0, nAddVChange 0)
20211126-200714<DEBUG:00008290>: KGLOG_PROCESS_ERROR(nOffset < nSize) at line 65 in s_GoNextLine
